study,participant.id,start.date,end.date,excluded.selective,advice,advice.algorithm,moroccan.teacher.cond,moroccan.teacher.cond.lab,moroccan.teacher.cond.bi,moroccan.teacher.cond.bi.lab,timer.minutes,decision,decision.lab,score.teacher.selected,follow.advice,decision.comb,man.check.advice,man.check.evaluation,score.teacher.selected.guess,man.check.score.exact,man.check.score,female,age,high.education,familiarity.algorithms.gov
study 3,study3_741,2/2/2021 14:40,2/2/2021 14:52,0,algorithm,1,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,60,0,1
study 3,study3_742,2/2/2021 14:40,2/2/2021 14:47,0,algorithm,1,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,60,0,1
study 3,study3_743,2/2/2021 14:40,2/2/2021 14:47,0,algorithm,1,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,60,0,1
study 3,study3_744,2/2/2021 14:41,2/2/2021 14:50,0,algorithm,1,0,0 none,0,Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,45,0,1
study 3,study3_745,2/2/2021 14:44,2/2/2021 14:56,0,algorithm,1,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,53,1,1
study 3,study3_746,2/2/2021 14:46,2/2/2021 15:00,0,algorithm,1,0,0 none,0,Dutch teacher,14,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,53,1,1
study 3,study3_747,2/2/2021 14:47,2/15/2021 16:52,1,algorithm,1,0,0 none,0,Dutch teacher,18845,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,0,0,65,1,0
study 3,study3_748,2/2/2021 14:48,2/2/2021 15:00,0,algorithm,1,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,62,1,1
study 3,study3_749,2/2/2021 14:49,2/2/2021 14:59,0,algorithm,1,0,0 none,0,Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,51,1,1
study 3,study3_750,2/2/2021 14:55,2/2/2021 15:03,0,algorithm,1,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,57,1,1
study 3,study3_751,2/2/2021 14:59,2/2/2021 15:09,0,algorithm,1,0,0 none,0,Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,61,1,0
study 3,study3_752,2/2/2021 15:06,2/2/2021 15:15,0,algorithm,1,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,64,0,1
study 3,study3_753,2/2/2021 15:09,2/2/2021 15:16,0,algorithm,1,0,0 none,0,Dutch teacher,6,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,63,0,0
study 3,study3_754,2/2/2021 15:11,2/2/2021 15:26,0,algorithm,1,0,0 none,0,Dutch teacher,15,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,55,0,1
study 3,study3_755,2/2/2021 15:11,2/2/2021 15:19,0,algorithm,1,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,58,0,1
study 3,study3_756,2/2/2021 15:13,2/2/2021 15:21,0,algorithm,1,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,58,1,1
study 3,study3_757,2/2/2021 15:22,2/2/2021 16:28,0,algorithm,1,0,0 none,0,Dutch teacher,67,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,1,39,0,1
study 3,study3_758,2/2/2021 15:25,2/2/2021 15:31,0,algorithm,1,0,0 none,0,Dutch teacher,7,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,41,1,0
study 3,study3_759,2/2/2021 15:30,2/2/2021 15:40,0,algorithm,1,0,0 none,0,Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,61,0,1
study 3,study3_760,2/2/2021 15:32,2/2/2021 15:45,0,algorithm,1,0,0 none,0,Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,63,1,0
study 3,study3_761,2/2/2021 15:33,2/2/2021 15:45,0,algorithm,1,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,43,1,1
study 3,study3_762,2/2/2021 15:35,2/2/2021 15:42,0,algorithm,1,0,0 none,0,Dutch teacher,8,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,0,36,1,0
study 3,study3_763,2/2/2021 15:35,2/2/2021 15:42,0,algorithm,1,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,55,0,0
study 3,study3_764,2/2/2021 15:41,2/2/2021 16:10,0,algorithm,1,0,0 none,0,Dutch teacher,29,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,62,1,1
study 3,study3_765,2/2/2021 15:42,2/2/2021 15:51,0,algorithm,1,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,65,1,1
study 3,study3_766,2/2/2021 15:48,2/2/2021 15:55,0,algorithm,1,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,61,1,1
study 3,study3_767,2/2/2021 15:49,2/2/2021 15:58,0,algorithm,1,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,64,1,1
study 3,study3_768,2/2/2021 15:52,2/2/2021 16:00,0,algorithm,1,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,66,1,0
study 3,study3_769,2/2/2021 15:54,2/2/2021 16:07,0,algorithm,1,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,71,1,0
study 3,study3_770,2/2/2021 15:59,2/2/2021 16:10,0,algorithm,1,0,0 none,0,Dutch teacher,11,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,0,1,4,1,1,0,63,1,1
study 3,study3_771,2/2/2021 16:01,2/15/2021 14:59,0,algorithm,1,0,0 none,0,Dutch teacher,18659,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,62,1,1
study 3,study3_772,2/2/2021 16:05,2/2/2021 16:17,0,algorithm,1,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,61,1,1
study 3,study3_773,2/2/2021 16:13,2/2/2021 16:38,0,algorithm,1,0,0 none,0,Dutch teacher,25,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,59,1,0
study 3,study3_774,2/2/2021 16:20,2/2/2021 16:32,0,algorithm,1,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,50,1,1
study 3,study3_775,2/2/2021 16:27,2/2/2021 16:34,0,algorithm,1,0,0 none,0,Dutch teacher,6,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,6,0,1,0,44,1,1
study 3,study3_776,2/2/2021 16:27,2/2/2021 16:36,0,algorithm,1,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,63,1,1
study 3,study3_777,2/2/2021 16:33,2/2/2021 16:57,0,algorithm,1,0,0 none,0,Dutch teacher,24,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,33,1,1
study 3,study3_778,2/2/2021 16:33,2/2/2021 16:38,0,algorithm,1,0,0 none,0,Dutch teacher,4,2,2. Jansen,6,0,3. Other selection,1,0,6,1,0,0,65,0,0
study 3,study3_779,2/2/2021 16:34,2/2/2021 16:42,0,algorithm,1,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,50,1,0
study 3,study3_780,2/2/2021 16:36,2/5/2021 8:26,0,algorithm,1,0,0 none,0,Dutch teacher,3830,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,0,58,0,1
study 3,study3_781,2/2/2021 16:42,2/2/2021 16:50,0,algorithm,1,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,0,0,54,0,1
study 3,study3_782,2/2/2021 16:44,2/2/2021 16:52,0,algorithm,1,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,38,1,1
study 3,study3_783,2/2/2021 16:56,2/2/2021 17:11,0,algorithm,1,0,0 none,0,Dutch teacher,16,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,63,1,1
study 3,study3_784,2/2/2021 16:59,2/2/2021 17:08,0,algorithm,1,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,55,1,1
study 3,study3_785,2/2/2021 17:02,2/2/2021 17:18,0,algorithm,1,0,0 none,0,Dutch teacher,15,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,44,1,1
study 3,study3_786,2/2/2021 17:08,2/2/2021 17:21,0,algorithm,1,0,0 none,0,Dutch teacher,14,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,58,1,0
study 3,study3_787,2/2/2021 17:09,2/2/2021 17:43,0,algorithm,1,0,0 none,0,Dutch teacher,34,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,0,55,1,1
study 3,study3_788,2/2/2021 17:11,2/2/2021 17:20,0,algorithm,1,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,60,0,1
study 3,study3_789,2/2/2021 17:19,2/2/2021 17:40,0,algorithm,1,0,0 none,0,Dutch teacher,21,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,53,1,1
study 3,study3_790,2/2/2021 17:37,2/2/2021 17:52,0,algorithm,1,0,0 none,0,Dutch teacher,15,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,60,1,1
study 3,study3_791,2/2/2021 17:40,2/2/2021 17:48,0,algorithm,1,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,50,1,1
study 3,study3_792,2/2/2021 17:51,2/2/2021 18:34,1,algorithm,1,0,0 none,0,Dutch teacher,43,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,57,1,1
study 3,study3_793,2/2/2021 17:51,2/2/2021 18:05,0,algorithm,1,0,0 none,0,Dutch teacher,14,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,50,0,1
study 3,study3_794,2/2/2021 18:46,2/2/2021 18:55,0,algorithm,1,0,0 none,0,Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,55,1,0
study 3,study3_795,2/2/2021 19:20,2/3/2021 5:59,0,algorithm,1,0,0 none,0,Dutch teacher,640,2,2. Jansen,6,0,3. Other selection,0,0,4,0,1,0,64,0,0
study 3,study3_796,2/2/2021 19:22,2/2/2021 19:36,0,algorithm,1,0,0 none,0,Dutch teacher,14,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,54,0,0
study 3,study3_797,2/2/2021 19:35,2/2/2021 19:41,0,algorithm,1,0,0 none,0,Dutch teacher,6,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,55,1,0
study 3,study3_798,2/2/2021 19:42,2/2/2021 19:54,0,algorithm,1,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,59,0,0
study 3,study3_799,2/2/2021 20:02,2/2/2021 20:14,0,algorithm,1,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,65,1,1
study 3,study3_800,2/2/2021 20:15,2/2/2021 20:23,0,algorithm,1,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,0,65,0,0
study 3,study3_801,2/2/2021 20:20,2/2/2021 20:27,0,algorithm,1,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,56,0,0
study 3,study3_802,2/2/2021 20:29,2/2/2021 20:44,0,algorithm,1,0,0 none,0,Dutch teacher,15,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,59,1,0
study 3,study3_803,2/2/2021 20:33,2/2/2021 20:40,0,algorithm,1,0,0 none,0,Dutch teacher,6,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,5,0,0,0,63,1,1
study 3,study3_804,2/2/2021 20:39,2/2/2021 20:47,0,algorithm,1,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,0,59,1,1
study 3,study3_805,2/2/2021 20:45,2/2/2021 21:03,0,algorithm,1,0,0 none,0,Dutch teacher,17,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,47,1,1
study 3,study3_806,2/2/2021 20:48,2/2/2021 21:26,0,algorithm,1,0,0 none,0,Dutch teacher,38,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,51,1,0
study 3,study3_807,2/2/2021 20:54,2/2/2021 21:02,1,algorithm,1,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,61,0,0
study 3,study3_808,2/2/2021 21:07,2/2/2021 21:48,0,algorithm,1,0,0 none,0,Dutch teacher,42,2,2. Jansen,6,0,3. Other selection,1,0,4,0,0,0,60,0,1
study 3,study3_809,2/2/2021 21:09,2/2/2021 21:20,0,algorithm,1,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,57,0,1
study 3,study3_810,2/2/2021 21:15,2/2/2021 21:39,0,algorithm,1,0,0 none,0,Dutch teacher,25,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,65,1,1
study 3,study3_811,2/2/2021 21:15,2/2/2021 21:21,0,algorithm,1,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,51,0,1
study 3,study3_812,2/2/2021 21:19,2/2/2021 21:26,0,algorithm,1,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,57,1,1
study 3,study3_813,2/2/2021 21:22,2/2/2021 21:34,0,algorithm,1,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,56,0,0
study 3,study3_814,2/2/2021 21:24,2/2/2021 21:44,0,algorithm,1,0,0 none,0,Dutch teacher,20,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,46,1,1
study 3,study3_815,2/2/2021 22:16,2/2/2021 22:24,0,algorithm,1,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,62,0,1
study 3,study3_816,2/2/2021 22:34,2/2/2021 22:41,0,algorithm,1,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,51,1,1
study 3,study3_817,2/2/2021 23:20,2/2/2021 23:33,0,algorithm,1,0,0 none,0,Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,61,1,1
study 3,study3_818,2/2/2021 23:22,2/2/2021 23:45,0,algorithm,1,0,0 none,0,Dutch teacher,23,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,65,1,1
study 3,study3_819,2/3/2021 6:37,2/3/2021 6:49,0,algorithm,1,0,0 none,0,Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,50,1,1
study 3,study3_820,2/3/2021 7:08,2/3/2021 7:20,0,algorithm,1,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,63,0,1
study 3,study3_821,2/3/2021 7:57,2/3/2021 8:03,0,algorithm,1,0,0 none,0,Dutch teacher,6,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,0,1,53,0,1
study 3,study3_822,2/3/2021 8:17,2/3/2021 9:04,0,algorithm,1,0,0 none,0,Dutch teacher,47,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,0,50,1,0
study 3,study3_823,2/3/2021 8:23,2/3/2021 8:31,0,algorithm,1,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,61,1,0
study 3,study3_824,2/3/2021 8:30,2/3/2021 8:53,0,algorithm,1,0,0 none,0,Dutch teacher,23,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,60,1,1
study 3,study3_825,2/3/2021 8:36,2/3/2021 8:42,0,algorithm,1,0,0 none,0,Dutch teacher,6,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,50,1,1
study 3,study3_826,2/3/2021 8:47,2/3/2021 15:06,0,algorithm,1,0,0 none,0,Dutch teacher,379,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,1,53,1,1
study 3,study3_827,2/3/2021 8:50,2/3/2021 9:30,0,algorithm,1,0,0 none,0,Dutch teacher,39,2,2. Jansen,6,0,3. Other selection,1,0,6,1,1,1,61,1,1
study 3,study3_828,2/3/2021 8:50,2/3/2021 8:57,1,algorithm,1,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,57,1,1
study 3,study3_829,2/3/2021 8:57,2/15/2021 9:59,0,algorithm,1,0,0 none,0,Dutch teacher,17342,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,63,0,0
study 3,study3_830,2/3/2021 9:00,2/3/2021 9:09,1,algorithm,1,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,58,0,1
study 3,study3_831,2/3/2021 9:03,2/3/2021 9:09,0,algorithm,1,0,0 none,0,Dutch teacher,5,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,30,1,0
study 3,study3_832,2/3/2021 9:11,2/3/2021 9:34,0,algorithm,1,0,0 none,0,Dutch teacher,24,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,50,1,1
study 3,study3_833,2/3/2021 9:33,2/3/2021 9:43,0,algorithm,1,0,0 none,0,Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,65,1,1
study 3,study3_834,2/3/2021 9:45,2/3/2021 10:15,0,algorithm,1,0,0 none,0,Dutch teacher,30,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,0,59,1,0
study 3,study3_835,2/3/2021 10:03,2/3/2021 10:18,0,algorithm,1,0,0 none,0,Dutch teacher,15,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,63,0,1
study 3,study3_836,2/3/2021 10:06,2/3/2021 11:22,0,algorithm,1,0,0 none,0,Dutch teacher,76,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,52,1,1
study 3,study3_837,2/3/2021 10:09,2/3/2021 10:31,0,algorithm,1,0,0 none,0,Dutch teacher,22,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,57,1,1
study 3,study3_838,2/3/2021 10:21,2/3/2021 10:35,0,algorithm,1,0,0 none,0,Dutch teacher,14,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,1,51,1,1
study 3,study3_839,2/3/2021 10:22,2/3/2021 11:50,0,algorithm,1,0,0 none,0,Dutch teacher,88,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,0,43,1,0
study 3,study3_840,2/3/2021 10:56,2/3/2021 11:03,0,algorithm,1,0,0 none,0,Dutch teacher,7,2,2. Jansen,6,0,3. Other selection,0,1,7,0,1,0,64,0,0
study 3,study3_841,2/3/2021 10:58,2/3/2021 11:10,0,algorithm,1,0,0 none,0,Dutch teacher,12,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,0,54,1,1
study 3,study3_842,2/3/2021 11:09,2/3/2021 11:21,0,algorithm,1,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,55,NA,1
study 3,study3_843,2/3/2021 11:21,2/3/2021 11:32,0,algorithm,1,0,0 none,0,Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,49,0,0
study 3,study3_844,2/3/2021 11:40,2/3/2021 11:49,0,algorithm,1,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,65,1,1
study 3,study3_845,2/3/2021 12:19,2/3/2021 13:01,0,algorithm,1,0,0 none,0,Dutch teacher,41,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,57,0,0
study 3,study3_846,2/3/2021 12:24,2/3/2021 12:37,0,algorithm,1,0,0 none,0,Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,49,1,0
study 3,study3_847,2/3/2021 12:33,2/3/2021 12:50,0,algorithm,1,0,0 none,0,Dutch teacher,16,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,59,1,0
study 3,study3_848,2/3/2021 12:42,2/3/2021 13:02,0,algorithm,1,0,0 none,0,Dutch teacher,20,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,1,51,1,0
study 3,study3_849,2/3/2021 12:57,2/3/2021 13:08,0,algorithm,1,0,0 none,0,Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,51,1,0
study 3,study3_850,2/3/2021 13:20,2/3/2021 18:40,0,algorithm,1,0,0 none,0,Dutch teacher,320,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,0,1,4,1,1,0,62,0,0
study 3,study3_851,2/3/2021 13:21,2/3/2021 13:39,0,algorithm,1,0,0 none,0,Dutch teacher,18,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,52,0,0
study 3,study3_852,2/3/2021 13:43,2/3/2021 13:56,0,algorithm,1,0,0 none,0,Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,45,1,0
study 3,study3_853,2/3/2021 15:21,2/3/2021 15:44,0,algorithm,1,0,0 none,0,Dutch teacher,24,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,59,1,1
study 3,study3_854,2/3/2021 15:34,2/3/2021 15:57,0,algorithm,1,0,0 none,0,Dutch teacher,23,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,53,1,0
study 3,study3_855,2/3/2021 16:06,2/3/2021 16:12,0,algorithm,1,0,0 none,0,Dutch teacher,5,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,66,1,1
study 3,study3_856,2/3/2021 16:11,2/3/2021 16:44,0,algorithm,1,0,0 none,0,Dutch teacher,33,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,55,1,1
study 3,study3_857,2/3/2021 16:22,2/3/2021 16:33,0,algorithm,1,0,0 none,0,Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,0,56,1,1
study 3,study3_858,2/3/2021 16:41,2/3/2021 17:07,1,algorithm,1,0,0 none,0,Dutch teacher,27,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,62,1,1
study 3,study3_859,2/3/2021 17:04,2/3/2021 17:11,1,algorithm,1,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,57,0,0
study 3,study3_860,2/3/2021 17:30,2/3/2021 17:37,0,algorithm,1,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,43,1,1
study 3,study3_861,2/3/2021 18:24,2/3/2021 18:30,0,algorithm,1,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,62,1,1
study 3,study3_862,2/3/2021 18:44,2/15/2021 17:26,0,algorithm,1,0,0 none,0,Dutch teacher,17201,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,56,0,1
study 3,study3_863,2/3/2021 18:55,2/3/2021 19:05,0,algorithm,1,0,0 none,0,Dutch teacher,10,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,0,57,1,1
study 3,study3_864,2/3/2021 21:09,2/3/2021 21:19,0,algorithm,1,0,0 none,0,Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,63,1,0
study 3,study3_865,2/3/2021 22:31,2/3/2021 22:42,0,algorithm,1,0,0 none,0,Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,59,1,0
study 3,study3_866,2/3/2021 23:07,2/3/2021 23:31,0,algorithm,1,0,0 none,0,Dutch teacher,23,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,61,1,1
